"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
-0.9,0.949151759355014,0.17072252565324,1.45167675952438,0.556335754300657,28,321,83,0.0802292263610315,4
-0.8,0.963337603059477,0.179019926610683,1.40981498808676,0.692522118185885,52,296,71,0.149425287356322,4
-0.7,0.71286660763654,0.19534554394741,1.10186421776499,0.623037013988008,33,205,63,0.138655462184874,4
-0.6,0.913840929723319,0.184025474065217,1.45064187889136,0.564318509394423,49,303,51,0.139204545454545,4
-0.5,0.457500684960518,0.197993417267786,0.840259825851577,0.596117147092196,47,115,45,0.290123456790123,4
-0.4,0.576244734946219,0.233102761136464,0.99760517919269,0.703827523925424,89,131,41,0.404545454545455,4
-0.3,0.407354765626606,0.177982875508885,0.67736510775044,0.683814649752516,60,37,57,0.618556701030928,4
-0.2,0.312948680772829,0.206511696123797,0.644980232568484,0.444925688553855,76,62,1,0.550724637681159,4
-0.1,0.260606718642723,0.186007914855241,0.652067985266147,0.671350096942179,84,40,27,0.67741935483871,4
0,0.317606709626157,0.182459196036441,0.564251039462878,0.63430601634327,70,12,43,0.853658536585366,4
0.1,0.240061598438944,0.227658871722911,0.495518145333848,0.542964415737748,70,22,12,0.760869565217391,4
0.2,0.226708137029782,0.184800975936853,0.590975956766732,0.655507806646366,93,18,22,0.837837837837838,4
0.3,0.191762577925672,0.19289909514704,0.596050730603276,0.620010225399608,86,5,26,0.945054945054945,4
0.4,0.175771192424314,0.213844250859131,0.653373821090782,0.520970309045238,89,26,12,0.773913043478261,4
0.5,0.223813160574019,0.170152161703068,0.670534394071945,0.753363610773221,96,5,39,0.95049504950495,4
0.6,0.180787099502566,0.184354475241581,0.628062782941299,0.637272883572258,93,11,31,0.894230769230769,4
0.7,0.248586502917177,0.19756152538421,0.787568520399402,0.547954790070002,70,50,29,0.583333333333333,4
0.8,0.256340973760367,0.201639103883334,0.796591337696116,0.575310308986412,66,60,34,0.523809523809524,4
0.9,0.295433313915656,0.192638454472122,0.888769652142433,0.627844028469579,87,49,13,0.639705882352941,4
1,0.322590591986523,0.18349114507561,1.04328621398714,0.550621635655998,82,72,26,0.532467532467532,4
-1,1.28363188616392,0.174215396493954,1.88688247399931,0.589259256211105,26,527,78,0.0470162748643761,5
-0.9,0.932671035499006,0.179805535654913,1.28547233874929,0.672006407947096,56,248,73,0.184210526315789,5
-0.8,0.869183278502723,0.185366519480558,1.20095767915456,0.632145996099396,28,236,68,0.106060606060606,5
-0.7,0.56848929521775,0.228977226926901,0.933898029997348,0.606482804971574,59,122,50,0.325966850828729,5
-0.6,0.636267026841376,0.177278873994095,1.07174835509971,0.649544355668507,50,183,54,0.214592274678112,5
-0.5,0.604173162612851,0.171459379644495,0.98759154722919,0.668073970142814,66,140,59,0.320388349514563,5
-0.4,0.458711828723879,0.188372437334507,0.785983171121502,0.634119566280906,54,81,38,0.4,5
-0.3,0.456023199874725,0.20508283841789,0.944810558696573,0.590004623281845,82,126,29,0.394230769230769,5
-0.2,0.375500206110479,0.208561293769752,0.713745273293367,0.557638775233216,54,79,26,0.406015037593985,5
-0.1,0.2812537640488,0.167711946159711,0.63948692723183,0.677073253072813,86,34,53,0.716666666666667,5
0,0.223557463176419,0.203900626013147,0.652158063241393,0.597167960875984,108,15,3,0.878048780487805,5
0.1,0.30371475518816,0.228968448176731,0.612622047646542,0.564437992958136,92,14,6,0.867924528301887,5
