"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
0.2,0.138043157543678,0.118806423811913,1.0073092627399,1.02690731692674,188,11,14,0.132978723404255,10
0.3,0.110174107736005,0.117945606355459,1.00207437028694,1.03628647599877,196,6,5,0.0561224489795918,10
0.4,0.106805665134023,0.116204357986777,1.04257105177829,1.02280784813934,190,8,11,0.1,10
0.5,0.114705859070857,0.112977026078949,1.06985482032225,1.03425530118745,176,17,25,0.238636363636364,10
0.6,0.150604761359199,0.113484325460304,1.14071014552985,1.03524908869704,167,32,32,0.383233532934132,10
0.7,0.197661183353136,0.118563387937277,1.23785871439381,1.03252220998033,160,46,49,0.59375,10
0.8,0.262383107578916,0.113891244135059,1.34260423151102,1.04377532748335,149,65,50,0.771812080536913,10
0.9,0.354933009791743,0.117560121942098,1.44953607049865,1.03093555984387,144,82,65,1.02083333333333,10
1,0.448488430609228,0.113689859777639,1.59967047253166,1.03211835674252,131,117,71,1.43511450381679,10
-1,1.79700964539578,0.112448365027227,2.53414596616685,1.03310838669597,115,672,88,6.60869565217391,11
-0.9,1.55767342175834,0.114509330013024,2.30426078663294,1.03169251887185,118,569,84,5.53389830508475,11
-0.8,1.35510562947203,0.109778095994624,2.09244995907321,1.03660351868764,124,468,78,4.40322580645161,11
-0.7,1.18138921989688,0.115770525994772,1.90653268053699,1.0364333370188,129,362,75,3.38759689922481,11
-0.6,1.00752415097763,0.118754511728558,1.74361644544077,1.03299281221508,136,282,71,2.59558823529412,11
-0.5,0.837269913709644,0.113327598005169,1.58375995472346,1.02831408296137,143,236,60,2.06993006993007,11
-0.4,0.693866426856944,0.113623668619108,1.44568632802363,1.03266350979951,145,200,56,1.76551724137931,11
-0.3,0.555453884084936,0.114224284409954,1.33717515333472,1.03314148715432,148,151,53,1.37837837837838,11
-0.2,0.447388049081971,0.11773450905398,1.22861833615192,1.03747187868928,151,125,51,1.16556291390728,11
-0.1,0.354166857717913,0.114037106136792,1.13687494320793,1.02461982672193,167,86,35,0.724550898203593,11
0,0.260110259908674,0.111566007990774,1.07994339682775,1.04170607969405,168,62,38,0.595238095238095,11
0.1,0.187599214758767,0.113466516932698,1.02957576976022,1.03500957109612,179,32,25,0.318435754189944,11
0.2,0.143524261142598,0.117305267071647,1.00652164938098,1.03381478970353,188,13,17,0.159574468085106,11
0.3,0.106089421426214,0.114625313861542,1.01169178085581,1.03617077184815,195,3,12,0.0769230769230769,11
0.4,0.107852364605646,0.11073447101049,1.02909747180459,1.0375765261198,194,8,11,0.0979381443298969,11
0.5,0.112318216296941,0.115963872354823,1.0740914086489,1.02180661858401,179,15,26,0.229050279329609,11
0.6,0.153173136359577,0.112247290431255,1.13849289887073,1.04627349269182,172,29,32,0.354651162790698,11
0.7,0.19776303743401,0.116476760880415,1.22727674183963,1.03891714525497,156,45,46,0.583333333333333,11
0.8,0.267904432794624,0.117209804481904,1.32597395781841,1.03311641311836,145,69,56,0.862068965517241,11
0.9,0.353655442299198,0.118242190569378,1.45657995799518,1.03209068514992,137,85,66,1.1021897810219,11
1,0.447559323742349,0.121557023114307,1.59076273932575,1.03299065664504,137,105,69,1.27007299270073,11
-1,1.75788178225816,0.117636999070455,2.536811330653,1.02969573653503,110,664,95,6.9,12
-0.9,1.54025329303733,0.111551281211131,2.30011180327647,1.03181548220486,119,567,84,5.47058823529412,12
-0.8,1.36700124142971,0.116906146222596,2.10023427099919,1.02417841027138,127,472,80,4.34645669291339,12
-0.7,1.14762917692368,0.116719699387197,1.91748367439977,1.04144859889098,129,354,74,3.31782945736434,12
-0.6,1.00768968986051,0.116127576638443,1.74111076336331,1.02329994954285,130,300,74,2.87692307692308,12
-0.5,0.845516582107451,0.114194111342718,1.58085335790022,1.03026428086477,144,236,60,2.05555555555556,12
-0.4,0.687697888022601,0.110200137982459,1.44532995036863,1.03456334543083,148,194,57,1.69594594594595,12
-0.3,0.555431360284969,0.118792762006511,1.33190406010002,1.02867725833214,151,149,52,1.33112582781457,12
-0.2,0.440531545352438,0.113938072550209,1.22894764050098,1.03936321669483,156,113,52,1.05769230769231,12
