"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
-0.4,0.689079161801505,0.116832945571514,1.44735464713958,1.03496735750093,150,194,54,0.436046511627907,4
-0.3,0.549987595744083,0.122699984560586,1.32448911358534,1.03564608250466,149,160,53,0.482200647249191,4
-0.2,0.439736899168004,0.117870607009084,1.23663303226247,1.03760506770953,154,117,46,0.568265682656827,4
-0.1,0.331917301103443,0.121153943471685,1.14602484383892,1.03210468172946,168,86,38,0.661417322834646,4
0,0.253620141414337,0.115162376915596,1.0769311528261,1.02798033667272,167,60,36,0.73568281938326,4
0.1,0.182132774256674,0.116199531946962,1.02571604710717,1.03532647802762,177,33,25,0.842857142857143,4
0.2,0.143463931331779,0.115939259221814,1.01398252481857,1.02813097113455,188,15,17,0.926108374384236,4
0.3,0.112448838412284,0.117216332574721,1.01136331435435,1.03533529402346,192,4,16,0.979591836734694,4
0.4,0.105665805776737,0.117210054671152,1.02900914200801,1.04120412898119,188,8,13,0.959183673469388,4
0.5,0.119892143435356,0.109658906529246,1.07792682699056,1.02942676446838,179,18,23,0.908629441624365,4
0.6,0.141915311931129,0.117635775388871,1.13269802307521,1.04130272609696,166,26,35,0.864583333333333,4
0.7,0.203951558576433,0.11979679370162,1.22857446216786,1.03039975585934,157,47,48,0.769607843137255,4
0.8,0.275973554423266,0.113157292970793,1.33884762212441,1.0353749876943,152,64,52,0.703703703703704,4
0.9,0.35725342847214,0.117946975481912,1.45955796151448,1.03619677998364,141,81,63,0.635135135135135,4
1,0.442546851932396,0.112335620462982,1.59259308222167,1.03517661784704,132,110,70,0.545454545454545,4
-1,1.76394017022787,0.121399857648865,2.53075632526701,1.04395327502817,113,668,91,0.144686299615877,5
-0.9,1.57394301888519,0.110121488151991,2.31135316133834,1.03177245700198,116,573,87,0.168359941944848,5
-0.8,1.39050974065557,0.109409150895748,2.11755475655414,1.03431522657923,124,481,81,0.20495867768595,5
-0.7,1.18076099682977,0.116448433011317,1.92757279070626,1.03667562906421,126,364,78,0.257142857142857,5
-0.6,0.971680410930744,0.114461645543781,1.75036386299349,1.03012687804236,135,291,66,0.316901408450704,5
-0.5,0.835061925794156,0.115288800916935,1.57586126957166,1.03561782639834,143,233,58,0.38031914893617,5
