"constant","median_log_coeff","median_log_clr","median_log_tss","mean_log_coeff","mean_log_clr","mean_log_tss","n_all3","n_coeff_only","n_clr_only","n_tss_only","robustness","replicate"
0.3,0.181303989378206,0.185901526000522,0.225729968363361,0.603647670568347,0.643976436417398,0.54916274515852,64,39,32,9,0.444444444444444,18
0.4,0.192211266430295,0.193162975189224,0.280364329281107,0.499479982888798,0.561176414703994,0.65549441748605,75,12,5,33,0.6,18
0.5,0.199578064787537,0.186855366618889,0.273622758408119,0.563635791071489,0.668679799556355,0.608456754126343,59,36,13,46,0.383116883116883,18
0.6,0.181112879067341,0.198694809410352,0.271057951527768,0.785258573097228,0.561347324403083,0.627813119488332,70,55,0,48,0.404624277456647,18
0.7,0.253372400376472,0.197209907937622,0.283496363574071,0.672887118187898,0.599339624936838,0.566245391441777,54,74,30,23,0.298342541436464,18
0.8,0.238810492795633,0.192508684246838,0.294892951301299,0.628988951847462,0.644082384052532,0.567063650302433,60,28,22,20,0.461538461538462,18
0.9,0.344534172235971,0.195427995975063,0.263475872715706,0.84421996267524,0.595078220875524,0.735741631684101,75,52,44,31,0.371287128712871,18
1,0.288775138034703,0.196476820051098,0.244182764684104,0.759062726474436,0.564793269753872,0.642301993971668,69,48,9,43,0.408284023668639,18
-1,1.06752638461606,0.188346639840301,0.306748822066412,1.56383895807966,0.493811827867294,0.643270455995366,30,378,42,6,0.0657894736842105,19
-0.9,1.11611745574395,0.212917489740266,0.318021167679935,1.65725299105576,0.57199035926029,0.689925254235019,40,403,63,0,0.0790513833992095,19
-0.8,0.752667912272328,0.168233676491854,0.245903208312707,1.12931000709028,0.54800401297697,0.665380762820758,57,182,55,0,0.193877551020408,19
-0.7,0.882788736928121,0.18532408341359,0.211034003549049,1.39020225699139,0.580028323082194,0.6375029173956,32,307,55,0,0.0812182741116751,19
-0.6,0.592227423167959,0.197112587221962,0.345823286279748,0.940463381892819,0.497021334678749,0.732246896974691,47,139,27,3,0.217592592592593,19
-0.5,0.559396801491177,0.177033275407196,0.251653180388398,0.850972505719639,0.68396141843362,0.61897560521319,57,106,64,0,0.251101321585903,19
-0.4,0.648982517912036,0.191086018358933,0.213943689272097,1.14660924616635,0.625648303068905,0.618155274543426,74,188,41,0,0.244224422442244,19
-0.3,0.336012322259742,0.18852457649275,0.313693311928184,0.717675904446176,0.710773559792037,0.663331373658421,69,73,51,0,0.357512953367876,19
-0.2,0.29648604683605,0.216200715688499,0.255739694741868,0.633434203012956,0.498068245488802,0.625447645952893,61,57,14,4,0.448529411764706,19
-0.1,0.346886442862357,0.190795044492656,0.256350977609561,0.607810559836425,0.745190883438088,0.58076384876135,55,48,57,1,0.341614906832298,19
0,0.273985595186756,0.199947782039466,0.333999975252033,0.599617756979547,0.653189137035033,0.631093889529523,63,22,30,56,0.368421052631579,19
0.1,0.301995006077004,0.205313657902036,0.297033382306362,0.62700157675305,0.58512072495993,0.648909415723565,84,34,17,3,0.608695652173913,19
0.2,0.180407278194728,0.166553830628579,0.248288362278195,0.5827637383848,0.64222592916414,0.679141908988814,88,15,26,25,0.571428571428571,19
0.3,0.201490425735184,0.172124041561715,0.211889409964268,0.604410342264745,0.645554708248099,0.573877742475182,69,25,22,29,0.475862068965517,19
0.4,0.174456740709085,0.207332690015718,0.23057345314535,0.677424424685872,0.659955804520342,0.597587887591709,81,32,32,8,0.529411764705882,19
0.5,0.158360784184977,0.169816915555127,0.229208808275113,0.753493616161344,0.606841022510692,0.662211567919161,78,31,30,26,0.472727272727273,19
0.6,0.206150270808905,0.175924889548285,0.296495102778867,0.726911978082389,0.539707025867293,0.670521481797857,69,43,4,50,0.41566265060241,19
0.7,0.225041423147147,0.186540757591754,0.20330144754183,0.829345591921031,0.627471888797083,0.588378790118493,79,48,28,4,0.49685534591195,19
0.8,0.272410842304832,0.19293264250161,0.261459840751798,0.909346579655498,0.638090600726386,0.557317755702644,61,81,13,18,0.352601156069364,19
0.9,0.350663778629099,0.184279249882573,0.262677015276624,1.02115630468246,0.572584200947114,0.586853691927179,63,93,32,23,0.298578199052133,19
1,0.35247365612136,0.18623311468314,0.34323431559128,0.983135754414302,0.657882060105812,0.651965082796964,51,98,41,17,0.246376811594203,19
-1,0.806082787388707,0.204857624337787,0.254798528720398,1.206439134189,0.607428398424295,0.683746198109718,33,243,64,0,0.0970588235294118,20
-0.9,1.08252642396122,0.200400755641333,0.264746461711697,1.63126058066373,0.51350679112513,0.580318928868152,22,394,51,4,0.0467091295116773,20
-0.8,0.892796098690234,0.189198934272305,0.222965915091272,1.41417517111142,0.592857749537651,0.665911300798353,53,292,60,0,0.130864197530864,20
-0.7,0.775879103422643,0.19563251587144,0.235736925244184,1.13090405595393,0.565807112700403,0.575137823038592,40,218,53,1,0.128205128205128,20
-0.6,0.635045057883104,0.196886845924198,0.221457813375205,0.986510528769729,0.587212221658792,0.611163426498432,50,138,59,0,0.202429149797571,20
-0.5,0.466667656147032,0.201226622800692,0.234746125002469,0.688152342063966,0.639439608252222,0.642654226763646,67,40,52,2,0.416149068322981,20
-0.4,0.428735926718004,0.218942254357384,0.271871254354275,0.707195727405577,0.56324679301586,0.568418122395782,81,37,17,3,0.58695652173913,20
-0.3,0.427168211236596,0.197033173367047,0.279351069851277,0.845800659184727,0.775945062831646,0.591480766536982,47,124,70,0,0.195020746887967,20
-0.2,0.339897717787677,0.182560805160527,0.282436985226032,0.688352857518078,0.591595325960054,0.660377416068602,73,53,36,1,0.447852760736196,20
-0.1,0.321071699206014,0.171172437259203,0.250759102950303,0.668630402224629,0.718403885256452,0.603475977651474,78,65,37,1,0.430939226519337,20
0,0.241090934428173,0.172985916127351,0.250988711404094,0.530118601833392,0.656004077364251,0.604185877049132,63,18,41,23,0.43448275862069,20
0.1,0.234473038800108,0.186637421115432,0.325294333575184,0.598225258234624,0.629539606601377,0.724768060715737,68,35,16,48,0.407185628742515,20
0.2,0.20707095256189,0.185093384510111,0.313908536926278,0.629648136293006,0.668857059887706,0.621611086173997,65,29,19,36,0.436241610738255,20
0.3,0.169237539991772,0.193373767557973,0.258927802232214,0.582355942090489,0.62712606300974,0.620295534516368,71,47,6,8,0.537878787878788,20
0.4,0.190591299413674,0.203163718982395,0.26386642349454,0.65231270631208,0.56982179143321,0.642617692521727,63,37,2,57,0.39622641509434,20
0.5,0.193739729509732,0.177134824594691,0.242343717572129,0.672955420005625,0.534987817234277,0.699158010881798,79,28,24,17,0.533783783783784,20
0.6,0.184094933510928,0.172824217458233,0.274931372454179,0.545327132786452,0.712073114070285,0.66639059488644,66,23,42,37,0.392857142857143,20
0.7,0.260522316589205,0.211565884780602,0.263593507314261,0.798112503442096,0.632528237324995,0.653452833685896,78,48,20,41,0.417112299465241,20
0.8,0.235628455200078,0.224906841137185,0.262749077934667,0.808115126864991,0.611841679426823,0.582250270168067,57,65,61,1,0.309782608695652,20
0.9,0.26217322767585,0.197036850997784,0.261187633107134,0.703585038270995,0.628118240736407,0.507635207309339,63,39,46,6,0.409090909090909,20
1,0.347832144297994,0.206556715308572,0.273295408355218,0.940114619704083,0.590598013923548,0.712813756902227,76,66,47,13,0.376237623762376,20
-1,0.988716755828698,0.183452919661015,0.218366947863008,1.37647363018278,0.569461267547318,0.618210871488733,38,296,68,0,0.0945273631840796,21
-0.9,0.834871363372884,0.192884919873239,0.288422099530055,1.14597295798975,0.578717019416638,0.578767210035881,42,190,62,0,0.142857142857143,21
-0.8,0.680526671136307,0.191982728929664,0.250411194111794,1.03323786043204,0.624785297233444,0.623898406574101,36,175,70,0,0.128113879003559,21
-0.7,0.674816172051394,0.198980320079445,0.199822658240611,1.05761560868377,0.597216554271777,0.746817745772566,32,185,65,7,0.110726643598616,21
-0.6,0.832297163589518,0.20977351943806,0.248365409692657,1.3604038339637,0.574878378905017,0.568782864126913,41,286,49,0,0.109042553191489,21
-0.5,0.452026008423934,0.204504261228922,0.276115969040961,0.786354440166991,0.593173963245348,0.673468478853737,69,64,44,0,0.389830508474576,21
-0.4,0.421062819247942,0.185778328594431,0.272711071212394,0.83801361957659,0.632914992506742,0.565807965886885,74,101,39,0,0.345794392523364,21
-0.3,0.444495015125722,0.197389336721871,0.23895157265163,0.93404173419472,0.542597095758599,0.557418873997368,78,126,20,0,0.348214285714286,21
-0.2,0.348176576407541,0.179649585980804,0.281371026343316,0.801232497601752,0.59003767982101,0.608403012687843,94,66,16,0,0.534090909090909,21
-0.1,0.283946621429062,0.176948553337207,0.262572149460136,0.579965458878689,0.663997111030361,0.556226599099017,66,44,48,2,0.4125,21
0,0.257225411495131,0.187486892558522,0.2107972269527,0.638289421009121,0.592065711586125,0.650919820592101,95,30,20,4,0.63758389261745,21
0.1,0.210666315480684,0.187604153889895,0.286356708079618,0.624932225762924,0.67294863672037,0.611271863458176,83,35,12,21,0.549668874172185,21
0.2,0.195202522668217,0.206087861418322,0.246936347773849,0.652827539604663,0.53934717407978,0.53064339382498,61,65,4,3,0.458646616541353,21
0.3,0.196982969964428,0.183945659068859,0.282004669346822,0.653594490124497,0.693312767778187,0.666894743041739,79,27,12,45,0.484662576687117,21
0.4,0.173257736784065,0.18309989895493,0.231299425754124,0.657026481865304,0.499145962932312,0.677012453349777,69,40,3,57,0.408284023668639,21
0.5,0.168894037570758,0.192963024667661,0.348608072177432,0.683783408889959,0.69604358000682,0.703630213151725,70,41,9,62,0.384615384615385,21
0.6,0.180239732870582,0.220934299162512,0.310937764078781,0.731242706887343,0.533775385637405,0.671017799558412,68,56,2,47,0.393063583815029,21
0.7,0.248063566140668,0.188024181944974,0.242178094259922,0.736500491424893,0.66386082776162,0.547748223123816,46,66,22,39,0.265895953757225,21
0.8,0.287210754033374,0.174065164299548,0.314113797812328,0.93305761094413,0.700989970883532,0.570268925166623,62,75,33,21,0.324607329842932,21
0.9,0.385443375752111,0.196236140639287,0.302468409473534,1.11798654447125,0.595058914491267,0.755873221635311,67,99,8,76,0.268,21
1,0.414420851114039,0.190842967025912,0.292840811545186,1.01845859834668,0.661794713315083,0.668347270641043,52,114,34,46,0.211382113821138,21
-1,1.23357826299543,0.17049197088629,0.220277222721928,1.74795348737068,0.687648629012205,0.554883895166088,49,465,69,0,0.0840480274442539,22
-0.9,0.922806167912907,0.207970939511165,0.34235516390592,1.42827645362378,0.473534856536444,0.697978516853742,47,292,43,2,0.122395833333333,22
-0.8,0.887672489654929,0.189148975012933,0.306585972419528,1.31555109923265,0.671343857012396,0.581360728861851,35,279,67,0,0.0918635170603675,22
-0.7,0.780394016396021,0.198102178978346,0.276946369866988,1.04683030389868,0.498505983382589,0.65375112815028,25,201,59,0,0.087719298245614,22
-0.6,0.621944839702632,0.186402477007689,0.282251294725991,0.934518435101318,0.543337328246284,0.576213464359037,52,117,49,0,0.238532110091743,22
-0.5,0.403989259057354,0.194888905691005,0.224919848714935,0.660419123110071,0.700586175547422,0.654856447994666,34,69,71,0,0.195402298850575,22
-0.4,0.46917496400354,0.21542690322589,0.288866145602406,0.838895168640646,0.592407973412726,0.643116643040041,69,97,35,1,0.341584158415842,22
-0.3,0.47382066004364,0.184670340956666,0.281686843748783,0.773073663068578,0.528663966658701,0.69812157888418,83,45,12,10,0.553333333333333,22
-0.2,0.358119805980053,0.172666102510873,0.213733324794154,0.673690546839019,0.520948814485055,0.700050186891373,105,42,7,8,0.648148148148148,22
-0.1,0.296957151866877,0.223624205804963,0.225614895856883,0.627604872103759,0.578352315376255,0.485738936199947,82,40,9,0,0.625954198473282,22
0,0.266283626495729,0.174836522236902,0.338002744165249,0.709523935524473,0.710129710520086,0.669932820395767,71,73,36,1,0.392265193370166,22
0.1,0.22027389660881,0.203630501241306,0.32329469637392,0.52233542009024,0.598579845515835,0.690047731622817,74,15,23,54,0.44578313253012,22
0.2,0.214276127841683,0.161097520517432,0.305991719852264,0.614516993527552,0.659530942160794,0.684603697354797,77,32,11,48,0.458333333333333,22
0.3,0.184662192997818,0.187191515233544,0.240102992902412,0.439267153919363,0.584306808316197,0.62096048617084,54,0,42,39,0.4,22
0.4,0.183546130064715,0.208662798514194,0.260718003500425,0.561452675176042,0.497161132710998,0.620746258885431,63,25,3,49,0.45,22
0.5,0.19129138801443,0.189418957191159,0.319568886776515,0.602314456543573,0.618512013325162,0.707991056278966,74,33,9,52,0.44047619047619,22
0.6,0.221675582208517,0.197641614205991,0.384766637354572,0.747357277303707,0.660274991000528,0.741785157779127,73,45,16,43,0.412429378531073,22
0.7,0.288515638080158,0.196474591269417,0.295263670886239,0.73009682637809,0.601941718184231,0.626836206964279,59,51,6,66,0.324175824175824,22
0.8,0.283367302449429,0.181635018749313,0.257436751467629,0.729498628893312,0.659751704780302,0.594243371445037,63,48,24,17,0.414473684210526,22
0.9,0.312633629903731,0.194028763652411,0.2822426605758,0.821358864473703,0.562474874975514,0.606626297429082,60,60,12,31,0.368098159509202,22
1,0.371476086924509,0.176923653961923,0.266413395381181,1.14287056247367,0.705006140145241,0.72887411472775,68,99,20,58,0.277551020408163,22
-1,1.02555276633765,0.204127970093875,0.293962484050287,1.4972355652181,0.55691766741299,0.739776057738717,36,340,65,0,0.0816326530612245,23
-0.9,0.868805803424866,0.213507723080876,0.204592180991654,1.34070290489735,0.535414197128344,0.615824643059547,26,300,51,13,0.0666666666666667,23
-0.8,0.632656404445323,0.196599572859115,0.252406404153495,0.890521849002698,0.626065020916659,0.630222005633722,43,113,58,0,0.200934579439252,23
-0.7,0.845475088317104,0.196139258970441,0.274103990907223,1.31557788437218,0.554716616798711,0.613988343260633,41,274,47,0,0.113259668508287,23
-0.6,0.870230421249646,0.187388194225483,0.277019499352826,1.37973860358828,0.630107584004176,0.586445377783291,46,282,69,0,0.115869017632242,23
-0.5,0.499802934649313,0.196429093059915,0.209607136540733,0.867605049000709,0.663143703645476,0.5167763701964,38,130,64,0,0.163793103448276,23
-0.4,0.454736074030722,0.187877982042931,0.206442648843526,0.734665065995438,0.617430170843384,0.631195264793806,78,52,31,1,0.481481481481481,23
-0.3,0.356172779545134,0.214702703008051,0.296034589446944,0.715413974406588,0.521004335353963,0.606758025530665,57,76,36,2,0.333333333333333,23
-0.2,0.421182421395963,0.201549787104236,0.271866101804931,0.737228371275795,0.669249419288978,0.705622673534722,65,60,49,4,0.365168539325843,23
-0.1,0.302705506692556,0.181192155124627,0.2554947072664,0.73221752346603,0.633447528901796,0.700424129903234,80,66,26,1,0.46242774566474,23
0,0.246983871274301,0.185668795462087,0.272112559942952,0.619103927244183,0.516865334450723,0.585449873666075,67,66,21,1,0.432258064516129,23
0.1,0.267800117576504,0.191079340213565,0.304023877574257,0.654227657776501,0.609725661913606,0.614415281275974,102,24,12,12,0.68,23
0.2,0.187807185832176,0.190708788817831,0.305804819525816,0.487422694611657,0.535669957300654,0.64097879261144,69,7,21,41,0.5,23
0.3,0.215406462465623,0.201884213490579,0.263129120466203,0.572651541259603,0.521545797352944,0.577186892837884,64,31,15,45,0.412903225806452,23
0.4,0.187745396846718,0.19059574753335,0.306847609128807,0.628270795046244,0.629012852353235,0.713607984339248,85,25,11,34,0.548387096774194,23
0.5,0.178219286062116,0.224989159369035,0.211751230231485,0.729335489845703,0.554934124796121,0.643877855633163,78,42,19,9,0.527027027027027,23
0.6,0.247440456572416,0.206474095034087,0.305744094315175,0.747244307183642,0.561367453696245,0.821517332393264,69,42,22,68,0.343283582089552,23
0.7,0.240755827558348,0.199333993941624,0.25709178157845,0.958378533417516,0.753773319709466,0.684462646994563,74,71,49,10,0.362745098039216,23
0.8,0.273177402767075,0.185107069479231,0.230980166875552,0.953822882650205,0.64196473932669,0.478230971627676,44,91,37,0,0.255813953488372,23
0.9,0.35515789115623,0.17527449870449,0.31494713958215,1.02902688851592,0.675980217269196,0.599340980023562,48,107,29,26,0.228571428571429,23
1,0.401518040175611,0.197574469674459,0.266232930730775,1.09130219434502,0.555054478924236,0.552357269696116,64,99,20,1,0.347826086956522,23
-1,0.945461934162856,0.199605571810197,0.252355802271197,1.36721600102605,0.50861092672966,0.530405256909788,33,301,59,0,0.083969465648855,24
-0.9,0.921300207223596,0.230109382435509,0.366783443275665,1.41327683764044,0.533586702333539,0.721870256598716,32,301,48,0,0.083989501312336,24
-0.8,0.720071729398074,0.174704292342308,0.306250875700152,1.12070349036044,0.620630797826284,0.599912336104957,37,201,65,0,0.122112211221122,24
-0.7,0.743224294686639,0.187733287639498,0.317807642992511,1.18863709253391,0.706382290072709,0.688540609893293,34,238,75,0,0.0979827089337176,24
-0.6,0.593007873953975,0.218094617465664,0.269803738418635,0.901025800258241,0.678165822220871,0.499000597651602,58,109,56,0,0.260089686098655,24
-0.5,0.580636520748858,0.201177273305341,0.305655961140355,0.894338874251036,0.613457609220068,0.656006443660446,48,110,57,0,0.223255813953488,24
-0.4,0.465100733465496,0.168108240748861,0.29191467926816,0.830964272126924,0.648222940461948,0.693478018456483,68,86,59,0,0.31924882629108,24
-0.3,0.406884114800937,0.193448352064217,0.303657446143473,0.710389528171204,0.637976193612345,0.64151944160151,45,78,58,0,0.248618784530387,24
-0.2,0.318403874134595,0.192279761550946,0.264612802785673,0.619354874866074,0.67210808687725,0.647555547578649,80,31,36,10,0.509554140127389,24
-0.1,0.317735712641594,0.178293790855585,0.252388685593517,0.619234375104296,0.728108194740076,0.611019955798875,86,41,47,0,0.494252873563218,24
0,0.269145737358463,0.216335324029751,0.258018561036555,0.593184461295214,0.603654467098865,0.58809461887189,81,31,14,11,0.591240875912409,24
0.1,0.243562549314292,0.203518786412431,0.279511349394991,0.480245450508078,0.664668442347401,0.681276271967907,61,2,57,34,0.396103896103896,24
0.2,0.211543800002292,0.210015457318081,0.254073004579412,0.679761592818501,0.633561092648381,0.548456564309232,79,32,8,3,0.647540983606557,24
0.3,0.179100837662332,0.187981949856541,0.292471886263776,0.633581961294375,0.551880308199132,0.74263006076456,80,17,4,55,0.512820512820513,24
0.4,0.163721835289871,0.183215638492651,0.263956278666804,0.780323683514732,0.657710206002896,0.623273858041023,73,56,15,37,0.403314917127072,24
0.5,0.157842134869018,0.186031484053258,0.312904854631035,0.686062362629916,0.610163735804907,0.593650230411385,61,67,4,28,0.38125,24
0.6,0.21270285569491,0.207527408151116,0.31421926802154,0.695014745004168,0.629678047054419,0.679104739613606,61,57,3,75,0.311224489795918,24
0.7,0.262556018224927,0.180706738149462,0.275741418131128,0.662541442293033,0.531579082591021,0.654818442341188,72,26,16,40,0.467532467532468,24
0.8,0.34114890069419,0.19634474275308,0.244178155066153,0.908149793164432,0.521849283958099,0.623378082876172,69,90,15,38,0.325471698113208,24
0.9,0.28781510846371,0.18610695812792,0.26996069809105,0.830058227924896,0.575356689428943,0.68723253643069,71,66,17,45,0.35678391959799,24
1,0.30017253888756,0.195287074330217,0.249011401184624,1.06303698874635,0.567508605434729,0.75296119423373,79,78,17,56,0.343478260869565,24
