"taxon","estimate_gamma","std_error_gamma","pval_gamma","pval_adj_gamma","estimate_no_gamma","pval_adj_no_gamma","comparison"
"192",0.060367456541362,0.406868327689436,0.81967633294553,0.81967633294553,0.0562581715374693,0.931190033206259,"pup vs you"
"193",0.324150771341804,0.377804134308556,0.647107468460422,0.647107468460422,0.312874867898246,0.705150519241074,"pup vs you"
"194",1.43144534695446,0.412946252316258,0.0737232317072637,0.0737232317072637,1.47479253633045,0.0104191275786612,"pup vs you"
"195",-0.00976102385819437,0.447386181868898,0.861124000766324,0.861124000766324,-0.0366598632330835,0.966173323342737,"pup vs you"
"196",1.6980383298565,0.425366537084909,0.0271822687061547,0.0271822687061547,1.7347731558305,0.0103583992740157,"pup vs you"
"197",1.14368106271644,0.420384387873686,0.217213624351838,0.217213624351838,1.09037188226768,0.148124953483816,"pup vs you"
"198",1.36311266478242,0.453344363671001,0.13441031891531,0.13441031891531,1.41866071931336,0.0539472679483214,"pup vs you"
"199",0.0357424923582055,0.393365800098753,0.833004333427587,0.833004333427587,0.0554490274760936,0.909257031384312,"pup vs you"
"200",-0.0906514243293113,0.420260185213921,0.883563369936479,0.883563369936479,-0.0100632383497452,0.961881434896833,"pup vs you"
"201",-3.0677957130121,0.474523412155355,4.82964708945627e-05,4.82964708945627e-05,-3.01473632341161,3.7704372966035e-07,"pup vs you"
"202",-1.19300487270585,0.443086439202029,0.198299718114378,0.198299718114378,-1.24359299902212,0.0862767860962922,"pup vs you"
"203",4.03995718104565,0.381539781006533,5.87928795143814e-15,5.87928795143814e-15,4.08327032310171,6.98524535480564e-16,"pup vs you"
"204",0.390241872559143,0.37742473975627,0.639616811665717,0.639616811665717,0.393332396130478,0.62041177191637,"pup vs you"
"205",0.627412322927404,0.398053605498104,0.505022032032568,0.505022032032568,0.658976257183471,0.430982796122692,"pup vs you"
"206",-2.70793219931827,0.401686131056574,1.16821385123833e-05,1.16821385123833e-05,-2.6818157979503,4.59502691656356e-07,"pup vs you"
"207",-4.98860348570377,0.350846479437241,0,0,-4.91693842225359,0,"pup vs you"
"208",-1.60526254734984,0.399681130993685,0.0145312049901565,0.0145312049901565,-1.58127650681837,0.00500096166382339,"pup vs you"
"209",0.657919831699044,0.402964257381818,0.46490606778047,0.46490606778047,0.697220079654384,0.398719068133815,"pup vs you"
"210",0.339365782313928,0.381566358246836,0.654828139820134,0.654828139820134,0.337273738317536,0.680550463517188,"pup vs you"
"211",-0.234207845317485,0.386786353148987,0.759335084727201,0.759335084727201,-0.244815697151336,0.848770817981856,"pup vs you"
"212",-3.71907194517788,0.321248268800243,0,0,-3.67825319195078,0,"pup vs you"
"213",1.58604005515592,0.450937902196193,0.0684667279808295,0.0684667279808295,1.60874527954639,0.0209710896996743,"pup vs you"
