"constant","comparison","robustness","n_all3","n_coeff_only","n_clr_only","n_tss_only","n_none","n_sig_coeff","n_sig_clr","n_sig_tss","median_log_coeff","median_log_clr","median_log_tss","median_es_coeff","median_es_clr","median_es_tss","cor_coeff_clr","cor_coeff_tss","cor_clr_tss","mae_coeff_clr","mae_coeff_tss","mae_clr_tss"
-0.9,"cent vs you",0.238861386138614,193,526,89,0,309,719,283,329,1.72407987863333,0.233537484925122,0.270549670994243,1.21450151798236,0.505821959349042,0.527913978592192,0.661184447830526,0.829834837547576,0.920528459425257,3.25818888819472,2.53662584690427,0.846597675797313
-0.9,"eld vs kin",0.395061728395062,160,191,53,1,712,351,215,219,0.737310286975086,0.0944992582601641,0.0895457111948068,0.993091137709087,0.449282300477015,0.443046341232531,0.764695301328243,0.783132594434618,0.996621064818463,1.44553636656509,1.38336790063305,0.130681723600626
-0.9,"eld vs mage",0.107692307692308,42,293,55,0,727,335,97,93,0.989299566312439,0.0432379249798219,0.106617956518182,1.21554567656301,0.338600337677608,0.443985480729104,0.350838153017531,0.505035846115138,0.980005320099877,1.35923129910253,1.18070515717488,0.195975153153351
-0.9,"eld vs mid",0.153571428571429,86,388,86,0,557,474,173,164,1.17872091710172,0.143096999118412,0.18140451799714,1.29175691021563,0.506815766252394,0.558310260686748,0.670159180187574,0.751136716279144,0.97866061766753,1.59526674196331,1.44603641545157,0.178396142654443
-0.9,"eld vs pup",0.194475138121547,176,639,90,0,212,815,267,329,1.83186153770279,0.160687825035242,0.511560508890428,1.5355269623434,0.527146602985229,0.790780379197878,0.604407762985067,0.780386407106684,0.900871556468723,3.26658526970581,2.31925210186111,1.03240890415985
-0.9,"eld vs you",0.114832535885167,48,348,22,0,699,396,70,105,0.988606559291284,0.0586006511570147,0.0710929196954624,1.06585054346332,0.354211251880705,0.325183321414751,0.624081015731588,0.882290195933876,0.89556967196923,1.43380811671209,1.24805564054572,0.236790977389843
-0.9,"kin vs mage",0.124309392265193,45,261,56,0,755,306,101,100,0.984391081585987,0.0529544744463439,0.0923580893659215,1.17267035360479,0.325497960185335,0.422218446463005,0.471831676204011,0.667893984842504,0.962535537382555,1.31969632761027,1.20107309192823,0.135817717029083
-0.9,"kin vs mid",0.101328903654485,61,457,83,1,515,518,145,142,1.23528980239548,0.158606889365977,0.158965335577925,1.25828739034197,0.493675621452796,0.499549343813454,0.365064385059138,0.402396700439905,0.995391547469785,1.53112631335058,1.49601680999476,0.0739406913253959
-0.9,"kin vs pup",0.0166852057842047,15,829,55,0,218,844,78,83,1.84693644193404,0.0441259853744507,0.364809321357571,1.47683438067939,0.27412419601856,0.611730100354694,0.173897921185549,0.692221071794617,0.756017182437921,2.13798618863778,1.70359533554005,0.520166249444294
-0.9,"kin vs you",0.378818737270876,186,232,73,0,626,418,259,262,0.988800092244985,0.114201688805026,0.102844129525685,1.05216685061195,0.407055965330151,0.372687365747167,0.837947833337807,0.891053197951729,0.988343435875501,1.95537244096367,1.67993261389782,0.33049290989015
-0.9,"mage vs mid",0.0772532188841202,18,141,62,12,884,159,88,92,0.716442660270243,0.0617697646790385,0.0403376539887519,0.974131438677828,0.362517291415019,0.308664005600438,0.347666121539492,0.193124653734284,0.97928848672265,0.914450188238405,0.992581478663591,0.102897571675014
-0.9,"mage vs pup",0.117940199335548,71,455,76,0,515,526,149,145,1.24171750323661,0.0569202170887641,0.165948216920945,1.21705020981202,0.321319069708727,0.44656328038204,0.534361997380072,0.78329292168411,0.858712423408242,1.90631241647714,1.55112222046215,0.404047835500624
-0.9,"mage vs you",0.39572192513369,148,159,67,0,743,307,216,210,0.547420244968282,0.12126869014255,0.0910404300784032,0.803317115888316,0.451319122993197,0.412688210455174,0.847922653236579,0.882502845298735,0.993001291393437,1.26183236248852,1.18448579061451,0.148386473318211
-0.9,"mid vs pup",0.171806167400881,117,494,70,0,436,611,190,235,1.37464819246613,0.100632895060264,0.164839945120987,1.15982128479926,0.376361388232273,0.394603349245179,0.415218053340794,0.750485518472282,0.876053722264107,2.75439634677833,2.22526823863002,0.602398470228158
-0.9,"mid vs you",0.445652173913043,205,199,56,0,657,404,261,262,0.651701720881981,0.337449127794495,0.15888127168026,0.804003724040689,0.649589368743603,0.490723250813942,0.853587291697895,0.91040021717021,0.987520262498669,1.60953270009835,1.38328456264915,0.369517258445023
-0.9,"pup vs you",0.55829596412556,249,99,60,38,671,348,327,347,0.335349155565084,0.271164514876642,0.456249238006754,0.570058856986402,0.532879540649694,0.677601761970247,0.914665503995226,0.882778316886493,0.987949346186952,1.56157307858847,1.93698380507773,0.466974510969903
-0.8,"cent vs eld",0.18586387434555,71,250,60,1,735,321,131,129,0.800405693992259,0.0607349087913988,0.0629629388475398,0.927260170164197,0.350033141107998,0.34822281537756,0.586608861451725,0.689862413371781,0.985077934218157,1.27452391565867,1.19182688685044,0.109253816856944
-0.8,"cent vs kin",0.347197106690778,192,284,77,0,564,476,269,274,1.07486263673661,0.159881909681777,0.196151420753555,0.994222786481603,0.460252777737005,0.51468110594831,0.643716662051704,0.716257085964453,0.959333480092185,2.31308362720784,2.01328278968657,0.35430045710029
